name,state,country,latitude,longitude,population
Garches,Île-de-France,France,48.8437486,2.1853699,50000
Stains,Île-de-France,France,48.9565669,2.3825154,50000
Wittelsheim,Grand Est,France,47.8,7.24682,50000
Saint-Cyr-sur-Loire,Centre-Val de Loire,France,47.4052448,0.6658199,50000
La Valette-du-Var,Provence-Alpes-Côte d'Azur,France,43.1378245,5.9834654,50000
Noisiel,Île-de-France,France,48.8473,2.61732,50000
Clichy,Île-de-France,France,48.9026,2.30551,50000
Six-Fours-les-Plages,Provence-Alpes-Côte d'Azur,France,43.0935105,5.8393953,50000
Annecy-le-Vieux,Auvergne-Rhône-Alpes,France,45.9192627,6.1421557,50000
Fos-sur-Mer,Provence-Alpes-Côte d'Azur,France,43.4380714,4.945595,50000
Maromme,Normandie,France,49.476737,1.0308208,50000
Cognac,Nouvelle-Aquitaine,France,45.6932909,-0.3251948,50000
La Garde,Provence-Alpes-Côte d'Azur,France,43.1249185,6.0128532,50000
Cergy,Île-de-France,France,49.0527528,2.0388736,50000
Saint-Pierre-des-Corps,Centre-Val de Loire,France,47.3904414,0.718669,50000
Ploemeur,Bretagne,France,47.7354591,-3.4270534,50000
Le Blanc-Mesnil,Île-de-France,France,48.9385489,2.4631476,50000
Dinan,Bretagne,France,48.4539775,-2.047687,50000
Rillieux-la-Pape,Auvergne-Rhône-Alpes,France,45.823514,4.8994366,50000
Maubeuge,Hauts-de-France,France,50.2785567,3.9743784,50000
Abbeville,Hauts-de-France,France,50.1060835,1.8337029,50000
Beaucaire,Occitanie,France,43.8085436,4.6392648,50000
Saint-Malo,Bretagne,France,48.6454528,-2.015418,50000
Chelles,Île-de-France,France,48.8797422,2.5942129,50000
La Ciotat,Provence-Alpes-Côte d'Azur,France,43.1758591,5.6062495,50000
Canteleu,Normandie,France,49.4507987,1.0352069,50000
Hyères,Provence-Alpes-Côte d'Azur,France,43.1202573,6.1301614,50000
Tarbes,Occitanie,France,43.232858,0.0781021,50000
Cahors,Occitanie,France,44.4495,1.4364999,50000
Septèmes-les-Vallons,Provence-Alpes-Côte d'Azur,France,43.3989529,5.3663965,50000
Achères,Île-de-France,France,48.9602658,2.0701647,50000
Verrières-le-Buisson,Île-de-France,France,48.7467819,2.2653844,50000
Le Plessis-Robinson,Île-de-France,France,48.7811049,2.2619632,50000
Vélizy-Villacoublay,Île-de-France,France,48.7826191,2.1906082,50000
Étaples,Hauts-de-France,France,50.5138973,1.638851,50000
Villefontaine,Auvergne-Rhône-Alpes,France,45.614003,5.1580574,50000
Conflans-Sainte-Honorine,Île-de-France,France,49.0003001,2.1017799,50000
Lognes,Île-de-France,France,48.8323,2.63387,50000
Sorgues,Provence-Alpes-Côte d'Azur,France,44.0066403,4.8725016,50000
Manosque,Provence-Alpes-Côte d'Azur,France,43.8333864,5.7836332,50000
Bailleul,Hauts-de-France,France,50.7396668,2.7349286,50000
Mennecy,Île-de-France,France,48.5666645,2.4347044,50000
Montbrison,Auvergne-Rhône-Alpes,France,45.6070698,4.0653067,50000
Courcouronnes,Île-de-France,France,48.621,2.41381,50000
Châteauroux,Centre-Val de Loire,France,46.8047,1.6957099,50000
Saint-Leu-la-Forêt,Île-de-France,France,49.0212001,2.2480799,50000
Saint-Étienne-du-Rouvray,Normandie,France,49.3831,1.09163,50000
Roanne,Auvergne-Rhône-Alpes,France,46.0363902,4.0738682,50000
Savigny-sur-Orge,Île-de-France,France,48.6842593,2.3482788,50000
Moulins,Auvergne-Rhône-Alpes,France,46.566142,3.333179,50000
Avrillé,Pays de la Loire,France,47.5045657,-0.5956539,50000
Le Vésinet,Île-de-France,France,48.8944,2.12974,50000
Maisons-Alfort,Île-de-France,France,48.8010363,2.4305233,50000
Grande-Synthe,Hauts-de-France,France,51.0182,2.29351,50000
Orsay,Île-de-France,France,48.6991805,2.1874811,50000
Bry-sur-Marne,Île-de-France,France,48.8394047,2.5216259,50000
Carquefou,Pays de la Loire,France,47.2971979,-1.4921233,50000
Quimper,Bretagne,France,47.9960325,-4.1024782,50000
Enghien-les-Bains,Île-de-France,France,48.9699732,2.3068482,50000
Aulnay-sous-Bois,Île-de-France,France,48.9396485,2.5058071,50000
Nanterre,Île-de-France,France,48.8924273,2.2071267,50000
Vichy,Auvergne-Rhône-Alpes,France,46.1239268,3.4203712,50000
Guyancourt,Île-de-France,France,48.7729,2.07549,50000
Albert,Hauts-de-France,France,50.0050961,2.6481281,50000
Freyming-Merlebach,Grand Est,France,49.1469665,6.8187189,50000
Mont-Saint-Aignan,Normandie,France,49.4679,1.0813,50000
Épinay-sur-Seine,Île-de-France,France,48.9525181,2.3145039,50000
Verdun,Grand Est,France,49.1589278,5.3867277,50000
Les Ulis,Île-de-France,France,48.6805587,2.1690093,50000
Ozoir-la-Ferrière,Île-de-France,France,48.7638,2.676,50000
Comines,Hauts-de-France,France,50.749,3.0147,50000
Guéret,Nouvelle-Aquitaine,France,46.1686865,1.8713349,50000
Berck,Hauts-de-France,France,50.4050674,1.570879,50000
Longwy,Grand Est,France,49.5144474,5.7679621,50000
Brie-Comte-Robert,Île-de-France,France,48.6904522,2.6166737,50000
Rombas,Grand Est,France,49.2502303,6.0949742,50000
Villiers-le-Bel,Île-de-France,France,49.0075433,2.3983967,50000
Pontault-Combault,Île-de-France,France,48.7884,2.61431,50000
Carvin,Hauts-de-France,France,50.4934145,2.9577519,50000
Chevilly-Larue,Île-de-France,France,48.768192,2.3624818,50000
Cugnaux,Occitanie,France,43.5369936,1.3457537,50000
Talant,Bourgogne-Franche-Comté,France,47.3359617,5.0047641,50000
Ambarès-et-Lagrave,Nouvelle-Aquitaine,France,44.9259011,-0.4881846,50000
Les Lilas,Île-de-France,France,48.8795658,2.415796,50000
Morangis,Île-de-France,France,48.7022956,2.3367599,50000
Draveil,Île-de-France,France,48.6787,2.4212,50000
Kingersheim,Grand Est,France,47.7923002,7.3386856,50000
Faches-Thumesnil,Hauts-de-France,France,50.5936,3.07133,50000
Deuil-la-Barre,Île-de-France,France,48.9721,2.32738,50000
Sanary-sur-Mer,Provence-Alpes-Côte d'Azur,France,43.1180387,5.8022906,50000
Jarville-la-Malgrange,Grand Est,France,48.6680055,6.2057744,50000
Castres,Occitanie,France,43.6036776,2.2417954,50000
Port-de-Bouc,Provence-Alpes-Côte d'Azur,France,43.403098,4.9806998,50000
Auxerre,Bourgogne-Franche-Comté,France,47.7954001,3.58452,50000
Tremblay-en-France,Île-de-France,France,48.9802035,2.5589558,50000
Alès,Occitanie,France,44.1253665,4.0852818,50000
Limeil-Brévannes,Île-de-France,France,48.7464991,2.4867977,50000
Villemomble,Île-de-France,France,48.8847875,2.5105095,50000
Saintes,Nouvelle-Aquitaine,France,45.7420801,-0.6299329,50000
Montesson,Île-de-France,France,48.9076421,2.1492681,50000
Hautmont,Hauts-de-France,France,50.2513704,3.9200611,50000
Les Pavillons-sous-Bois,Île-de-France,France,48.9082988,2.5034999,50000
Villeneuve-le-Roi,Île-de-France,France,48.7349054,2.4179723,50000
Montigny-le-Bretonneux,Île-de-France,France,48.7759215,2.0249424,50000
Seynod,Auvergne-Rhône-Alpes,France,45.8880398,6.0992785,50000
Vaires-sur-Marne,Île-de-France,France,48.8707017,2.6333854,50000
Ostwald,Grand Est,France,48.5425109,7.7102193,50000
Rognac,Provence-Alpes-Côte d'Azur,France,43.4872341,5.2342903,50000
Bron,Auvergne-Rhône-Alpes,France,45.7337532,4.9092352,50000
Persan,Île-de-France,France,49.1485881,2.2675077,50000
Argentan,Normandie,France,48.7428859,-0.0223695,50000
La Rochelle,Nouvelle-Aquitaine,France,46.1591126,-1.1520434,50000
Bouc-Bel-Air,Provence-Alpes-Côte d'Azur,France,43.4511819,5.4127848,50000
Lorient,Bretagne,France,47.7504,-3.37958,50000
Décines-Charpieu,Auvergne-Rhône-Alpes,France,45.773606,4.9633314,50000
Vaulx-en-Velin,Auvergne-Rhône-Alpes,France,45.7784255,4.9206153,50000
Arles,Provence-Alpes-Côte d'Azur,France,43.6776223,4.6309653,50000
Sainte-Foy-lès-Lyon,Auvergne-Rhône-Alpes,France,45.7362255,4.7934767,50000
Miramas,Provence-Alpes-Côte d'Azur,France,43.582733,5.0025809,50000
Rumilly,Auvergne-Rhône-Alpes,France,45.8672278,5.9447721,50000
Bois-Colombes,Île-de-France,France,48.9148269,2.2674892,50000
La Garenne-Colombes,Île-de-France,France,48.9069349,2.2465748,50000
Hem,Hauts-de-France,France,50.6540895,3.1839429,50000
Fontaine,Auvergne-Rhône-Alpes,France,45.1950183,5.6869624,50000
Cran-Gevrier,Auvergne-Rhône-Alpes,France,45.9020843,6.0998829,50000
Montmorency,Île-de-France,France,48.9891693,2.3197111,50000
Cernay,Grand Est,France,47.8071991,7.1767542,50000
Rosny-sous-Bois,Île-de-France,France,48.8761957,2.4856366,50000
Blagnac,Occitanie,France,43.6434,1.37799,50000
Châtillon,Île-de-France,France,48.7997756,2.2897124,50000
Sarreguemines,Grand Est,France,49.1091944,7.0695021,50000
Givors,Auvergne-Rhône-Alpes,France,45.5844238,4.7696529,50000
Fontenay-le-Fleury,Île-de-France,France,48.8106578,2.0461549,50000
Tourlaville,Normandie,France,49.6465139,-1.5667534,50000
Plaisance-du-Touch,Occitanie,France,43.5653012,1.2978343,50000
Lunel,Occitanie,France,43.6745265,4.1348062,50000
Villers-lès-Nancy,Grand Est,France,48.6707448,6.1453891,50000
Sannois,Île-de-France,France,48.9735001,2.25226,50000
Castelnau-le-Lez,Occitanie,France,43.6393171,3.9133311,50000
Isbergues,Hauts-de-France,France,50.6211244,2.4574631,50000
Saint-Brice-sous-Forêt,Île-de-France,France,49.0030509,2.3548273,50000
Le Creusot,Bourgogne-Franche-Comté,France,46.808203,4.4297028,50000
Cosne-Cours-sur-Loire,Bourgogne-Franche-Comté,France,47.4115613,2.9273937,50000
Longuenesse,Hauts-de-France,France,50.7371,2.24833,50000
Tassin-la-Demi-Lune,Auvergne-Rhône-Alpes,France,45.7635689,4.7815787,50000
Yvetot,Normandie,France,49.6179384,0.7538866,50000
Vitry-sur-Seine,Île-de-France,France,48.7876,2.39164,50000
Neuilly-sur-Seine,Île-de-France,France,48.884683,2.2695658,50000
Tinqueux,Grand Est,France,49.2479,3.98601,50000
Sallanches,Auvergne-Rhône-Alpes,France,45.9361246,6.6302551,50000
Meudon,Île-de-France,France,48.8126229,2.2387564,50000
Thiers,Auvergne-Rhône-Alpes,France,45.855795,3.5489707,50000
Creutzwald,Grand Est,France,49.19959,6.6893987,50000
Harnes,Hauts-de-France,France,50.44741,2.9068246,50000
Lattes,Occitanie,France,43.5653993,3.9017114,50000
Saint-Saulve,Hauts-de-France,France,50.3725758,3.5610495,50000
Vierzon,Centre-Val de Loire,France,47.2217489,2.0691421,50000
Joinville-le-Pont,Île-de-France,France,48.8183717,2.4668077,50000
Fréjus,Provence-Alpes-Côte d'Azur,France,43.4330308,6.7360182,50000
Mayenne,Pays de la Loire,France,48.3044218,-0.6179871,50000
Noisy-le-Grand,Île-de-France,France,48.8493972,2.5519571,50000
Châteaurenard,Provence-Alpes-Côte d'Azur,France,43.8820448,4.85568,50000
Bressuire,Nouvelle-Aquitaine,France,46.8425572,-0.4929017,50000
Wasquehal,Hauts-de-France,France,50.6691577,3.1312447,50000
Saint-Cyr-l'École,Île-de-France,France,48.799708,2.0672138,50000
Audincourt,Bourgogne-Franche-Comté,France,47.4819786,6.8413684,50000
Saint-Dizier,Grand Est,France,48.6375625,4.9475536,50000
Gravelines,Hauts-de-France,France,50.9955,2.1455,50000
Roncq,Hauts-de-France,France,50.7531232,3.1209016,50000
Oignies,Hauts-de-France,France,50.4643,2.99387,50000
Aubergenville,Île-de-France,France,48.9591392,1.8554319,50000
Bourg-la-Reine,Île-de-France,France,48.7793096,2.3160386,50000
Wittenheim,Grand Est,France,47.8080799,7.3373681,50000
Cluses,Auvergne-Rhône-Alpes,France,46.0603309,6.580419,50000
Annemasse,Auvergne-Rhône-Alpes,France,46.1934005,6.2341093,50000
Langres,Grand Est,France,47.8655638,5.3314162,50000
La Celle-Saint-Cloud,Île-de-France,France,48.8478012,2.1441863,50000
Marmande,Nouvelle-Aquitaine,France,44.5007939,0.164274,50000
Dole,Bourgogne-Franche-Comté,France,47.0921047,5.4925463,50000
Malakoff,Île-de-France,France,48.8174048,2.2971588,50000
Saint-Mandé,Île-de-France,France,48.8419182,2.4172278,50000
Le Bourget,Île-de-France,France,48.9351403,2.4258354,50000
Ploufragan,,France,48.4913857,-2.7934447,50000
Vandœuvre-lès-Nancy,Grand Est,France,48.6574993,6.1653957,50000
Mantes-la-Ville,Île-de-France,France,48.9748938,1.7109449,50000
Fougères,Bretagne,France,48.3536781,-1.2022211,50000
Massy,Île-de-France,France,48.7278,2.27367,50000
Gap,Provence-Alpes-Côte d'Azur,France,44.5611978,6.0820018,50000
Dieppe,Normandie,France,49.9246182,1.0791444,50000
Montceau-les-Mines,Bourgogne-Franche-Comté,France,46.6762,4.3542,50000
Mandelieu-la-Napoule,Provence-Alpes-Côte d'Azur,France,43.5439153,6.9359135,50000
Évreux,Normandie,France,49.0183639,1.1375865,50000
Herblay,Île-de-France,France,49.0045001,2.1481799,50000
Douchy-les-Mines,Hauts-de-France,France,50.2988884,3.3909158,50000
Carcassonne,Occitanie,France,43.2130358,2.3491069,50000
Houilles,Île-de-France,France,48.926,2.18709,50000
Le Plessis-Trévise,Île-de-France,France,48.8071041,2.5745692,50000
Sète,Occitanie,France,43.4017377,3.6941845,50000
Mende,Occitanie,France,44.5180226,3.4991057,50000
Calais,Hauts-de-France,France,50.9488,1.87468,50000
Saint-Laurent-du-Var,Provence-Alpes-Côte d'Azur,France,43.6690101,7.1906969,50000
Rezé,Pays de la Loire,France,47.1905456,-1.5695287,50000
Condé-sur-l'Escaut,Hauts-de-France,France,50.451747,3.5899406,50000
Limay,Île-de-France,France,48.9937522,1.7368795,50000
Woippy,Grand Est,France,49.1515848,6.1519224,50000
Agde,Occitanie,France,43.3126647,3.4718381,50000
Quimperlé,Bretagne,France,47.8690062,-3.5516222,50000
Saint-Jean-de-la-Ruelle,Centre-Val de Loire,France,47.9098024,1.8717431,50000
Courbevoie,Île-de-France,France,48.8952393,2.2563404,50000
Livry-Gargan,Île-de-France,France,48.917335,2.5298854,50000
Orange,Provence-Alpes-Côte d'Azur,France,44.1371311,4.8078783,50000
Beauvais,Hauts-de-France,France,49.4409001,2.0866699,50000
Vernouillet,Centre-Val de Loire,France,48.7169279,1.3680263,50000
Écully,Auvergne-Rhône-Alpes,France,45.7754498,4.7785644,50000
Albertville,Auvergne-Rhône-Alpes,France,45.6746178,6.3903056,50000
Méru,Hauts-de-France,France,49.2362758,2.1343983,50000
Gennevilliers,Île-de-France,France,48.9254221,2.2940122,50000
Bully-les-Mines,Hauts-de-France,France,50.4464,2.71989,50000
Éragny,Île-de-France,France,49.0214986,2.1018056,50000
Pont-à-Mousson,Grand Est,France,48.9032946,6.0546779,50000
Thouars,Nouvelle-Aquitaine,France,46.9790193,-0.2153741,50000
Mouvaux,Hauts-de-France,France,50.7029,3.13689,50000
Sceaux,Île-de-France,France,48.777449,2.2934309,50000
Vesoul,Bourgogne-Franche-Comté,France,47.6236088,6.1566367,50000
La Courneuve,Île-de-France,France,48.9267236,2.3896123,50000
Épernay,Grand Est,France,49.0436181,3.9551593,50000
Carrières-sous-Poissy,Île-de-France,France,48.9427668,2.0324724,50000
Graulhet,Occitanie,France,43.7578,1.99723,50000
Le Pré-Saint-Gervais,Île-de-France,France,48.8829401,2.4038877,50000
Bagnols-sur-Cèze,Occitanie,France,44.160481,4.6235831,50000
Morlaix,Bretagne,France,48.5824932,-3.8331972,50000
Montargis,Centre-Val de Loire,France,47.9990047,2.7364119,50000
Saint-Gaudens,Occitanie,France,43.1077682,0.7247218,50000
Suresnes,Île-de-France,France,48.8710147,2.2252883,50000
Autun,Bourgogne-Franche-Comté,France,46.9510313,4.2989478,50000
Berre-l'Étang,Provence-Alpes-Côte d'Azur,France,43.4740673,5.1681405,50000
Ambérieu-en-Bugey,Auvergne-Rhône-Alpes,France,45.9584309,5.3595099,50000
Le Puy-en-Velay,Auvergne-Rhône-Alpes,France,45.0459739,3.8855537,50000
Oullins,Auvergne-Rhône-Alpes,France,45.7157,4.80271,50000
Rodez,Occitanie,France,44.3510012,2.5733006,50000
Villenave-d'Ornon,Nouvelle-Aquitaine,France,44.7737872,-0.5595029,50000
Issoire,Auvergne-Rhône-Alpes,France,45.5432973,3.2502213,50000
Gujan-Mestras,Nouvelle-Aquitaine,France,44.6338602,-1.0845304,50000
Fameck,Grand Est,France,49.3043497,6.1041352,50000
Montataire,Hauts-de-France,France,49.2561311,2.4342569,50000
Villiers-sur-Marne,Île-de-France,France,48.8262055,2.5406696,50000
Rixheim,Grand Est,France,47.7514903,7.4096138,50000
Vénissieux,Auvergne-Rhône-Alpes,France,45.7036,4.88079,50000
Seyssinet-Pariset,Auvergne-Rhône-Alpes,France,45.1781539,5.6964638,50000
Fleury-les-Aubrais,Centre-Val de Loire,France,47.942907,1.9223668,50000
Valenciennes,Hauts-de-France,France,50.3594889,3.5266657,50000
Haubourdin,Hauts-de-France,France,50.6093554,2.9864421,50000
Montigny-lès-Cormeilles,Île-de-France,France,48.9948001,2.1961199,50000
Les Mureaux,Île-de-France,France,48.9958047,1.9090697,50000
L'Haÿ-les-Roses,Île-de-France,France,48.7776577,2.3369786,50000
Déville-lès-Rouen,Normandie,France,49.4692523,1.0500261,50000
Ussel,Nouvelle-Aquitaine,France,45.5463792,2.311227,50000
Chaville,Île-de-France,France,48.8086915,2.1883487,50000
Bollène,Provence-Alpes-Côte d'Azur,France,44.2803882,4.7484092,50000
Bruay-la-Buissière,Hauts-de-France,France,50.4919,2.55377,50000
Saint-Gratien,Île-de-France,France,48.9687035,2.2849166,50000
Privas,Auvergne-Rhône-Alpes,France,44.7352708,4.5986733,50000
Montfermeil,Île-de-France,France,48.8992679,2.5660399,50000
Saint-Maurice,Île-de-France,France,48.8176111,2.4420702,50000
Saint-André-les-Vergers,Grand Est,France,48.2761,4.04578,50000
Villeneuve-lès-Avignon,Occitanie,France,43.9625312,4.7974288,50000
Lens,Hauts-de-France,France,50.4291723,2.8319805,50000
Cherbourg,Normandie,France,49.6369557,-1.6251338,50000
Alfortville,Île-de-France,France,48.7928634,2.4277061,50000
Bellegarde-sur-Valserine,Auvergne-Rhône-Alpes,France,46.1085565,5.8259295,50000
Le Cannet,Provence-Alpes-Côte d'Azur,France,43.5717056,7.0048289,50000
Goussainville,Île-de-France,France,49.0323168,2.4733628,50000
Argenteuil,Île-de-France,France,48.9479069,2.2481797,50000
Pertuis,Provence-Alpes-Côte d'Azur,France,43.6951468,5.5032671,50000
Loos,Hauts-de-France,France,50.6092082,3.0162523,50000
Saint-Amand-Montrond,Centre-Val de Loire,France,46.7227062,2.5046503,50000
Bouguenais,Pays de la Loire,France,47.179301,-1.6233691,50000
Saint-Priest,Auvergne-Rhône-Alpes,France,45.6965347,4.9441635,50000
Sartrouville,Île-de-France,France,48.9384,2.17761,50000
La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,France,43.1007714,5.8788948,50000
Bourg-lès-Valence,Auvergne-Rhône-Alpes,France,44.9528222,4.8953847,50000
Yzeure,Auvergne-Rhône-Alpes,France,46.5675779,3.3530594,50000
Gif-sur-Yvette,Île-de-France,France,48.7018823,2.134529,50000
Le Grand-Quevilly,Normandie,France,49.4068986,1.0507926,50000
Cormeilles-en-Parisis,Île-de-France,France,48.97183,2.2020078,50000
Chalon-sur-Saône,Bourgogne-Franche-Comté,France,46.7888997,4.8529605,50000
Sainte-Geneviève-des-Bois,Île-de-France,France,48.6424322,2.3283953,50000
Parthenay,Nouvelle-Aquitaine,France,46.6481266,-0.2472687,50000
Fontainebleau,Île-de-France,France,48.4049375,2.7015872,50000
Apt,Provence-Alpes-Côte d'Azur,France,43.8757936,5.3970648,50000
Nogent-sur-Marne,Île-de-France,France,48.8353038,2.4810318,50000
Saint-Avold,Grand Est,France,49.1043397,6.7071754,50000
Thiais,Île-de-France,France,48.764359,2.3910024,50000
Saint-Médard-en-Jalles,Nouvelle-Aquitaine,France,44.8958887,-0.7170764,50000
Fontenay-sous-Bois,Île-de-France,France,48.8508,2.47251,50000
Arras,Hauts-de-France,France,50.2912099,2.7771364,50000
Mont-de-Marsan,Nouvelle-Aquitaine,France,43.8911318,-0.500972,50000
Pessac,Nouvelle-Aquitaine,France,44.8055629,-0.6302789,50000
Champigny-sur-Marne,Île-de-France,France,48.8183035,2.5146966,50000
Sallaumines,Hauts-de-France,France,50.4199,2.86457,50000
Nevers,Bourgogne-Franche-Comté,France,46.9939033,3.1599641,50000
Issy-les-Moulineaux,Île-de-France,France,48.8250508,2.273457,50000
Créteil,Île-de-France,France,48.7830727,2.4518371,50000
Boissy-Saint-Léger,Île-de-France,France,48.7498882,2.5121047,50000
Laval,Pays de la Loire,France,48.0710377,-0.7723499,50000
Longjumeau,Île-de-France,France,48.6966578,2.2973253,50000
Mitry-Mory,Île-de-France,France,48.9839674,2.6183971,50000
Villerupt,Grand Est,France,49.468468,5.9326783,50000
Romans-sur-Isère,Auvergne-Rhône-Alpes,France,45.0458886,5.0528681,50000
Sélestat,Grand Est,France,48.2594396,7.454217,50000
Hennebont,Bretagne,France,47.8052482,-3.2650587,50000
Charenton-le-Pont,Île-de-France,France,48.8219,2.40707,50000
Courrières,Hauts-de-France,France,50.4521,2.94621,50000
Rueil-Malmaison,Île-de-France,France,48.8693888,2.1808837,50000
Saran,Centre-Val de Loire,France,47.9494039,1.8764209,50000
Le Bouscat,Nouvelle-Aquitaine,France,44.8661755,-0.5992399,50000
Auchel,Hauts-de-France,France,50.5109,2.46753,50000
Bischwiller,Grand Est,France,48.7663318,7.8612059,50000
Coulommiers,Île-de-France,France,48.8094622,3.0848082,50000
Fresnes,Île-de-France,France,48.754407,2.3258651,50000
Saint-Cloud,Île-de-France,France,48.8426,2.2045308,50000
Noisy-le-Sec,Île-de-France,France,48.8905772,2.45468,50000
La Teste-de-Buch,Nouvelle-Aquitaine,France,44.6227148,-1.1753424,50000
Maurepas,Île-de-France,France,48.7618735,1.945148,50000
Trélazé,Pays de la Loire,France,47.4460674,-0.4652452,50000
Plaisir,Île-de-France,France,48.817399,1.9476363,50000
Vallauris,Provence-Alpes-Côte d'Azur,France,43.5761001,7.05859,50000
Halluin,Hauts-de-France,France,50.774703,3.1248979,50000
Cesson-Sévigné,Bretagne,France,48.1223672,-1.5955935,50000
Châtenay-Malabry,Île-de-France,France,48.7661105,2.2781646,50000
Bobigny,Île-de-France,France,48.90842,2.4423279,50000
Lambersart,Hauts-de-France,France,50.6477924,3.0223644,50000
La Chapelle-Saint-Luc,Grand Est,France,48.3185478,4.0413095,50000
Saint-Dié-des-Vosges,Grand Est,France,48.2844762,6.951128,50000
Domont,Île-de-France,France,49.0265377,2.3246147,50000
Soisy-sous-Montmorency,Île-de-France,France,48.990412,2.3034889,50000
Mâcon,Bourgogne-Franche-Comté,France,46.3034503,4.8325066,50000
Brétigny-sur-Orge,Île-de-France,France,48.6079758,2.3051753,50000
Roquebrune-sur-Argens,Provence-Alpes-Côte d'Azur,France,43.4431035,6.6366368,50000
Wattignies,Hauts-de-France,France,50.5861341,3.0399807,50000
Gaillac,Occitanie,France,43.9016766,1.8967943,50000
Cavaillon,Provence-Alpes-Côte d'Azur,France,43.8322775,5.0393165,50000
Cholet,Pays de la Loire,France,47.0617293,-0.8801349,50000
Angoulême,Nouvelle-Aquitaine,France,45.6496755,0.1568658,50000
Fourmies,Hauts-de-France,France,50.006,4.0559,50000
Marly-le-Roi,Île-de-France,France,48.8670484,2.093387,50000
Riedisheim,Grand Est,France,47.7408594,7.3646258,50000
Mantes-la-Jolie,Île-de-France,France,48.9891971,1.7140683,50000
La Madeleine,Hauts-de-France,France,50.6565418,3.0678164,50000
Oissel,Normandie,France,49.3424375,1.0957098,50000
Saint-Sébastien-sur-Loire,Pays de la Loire,France,47.2035029,-1.4992075,50000
Muret,Occitanie,France,43.4599858,1.3262332,50000
Concarneau,Bretagne,France,47.8757017,-3.9223889,50000
Sevran,Île-de-France,France,48.9372068,2.5289296,50000
Melun,Île-de-France,France,48.5353807,2.6591996,50000
Montélimar,Auvergne-Rhône-Alpes,France,44.5579391,4.750318,50000
Ris-Orangis,Île-de-France,France,48.6442,2.41044,50000
Vauréal,Île-de-France,France,49.0300763,2.0205773,50000
Barentin,Normandie,France,49.5468336,0.9502671,50000
Raismes,Hauts-de-France,France,50.4058,3.4834,50000
Hœnheim,Grand Est,France,48.6250489,7.7552862,50000
Élancourt,Île-de-France,France,48.7681182,1.949352,50000
Belfort,Bourgogne-Franche-Comté,France,47.6379599,6.8628942,50000
Liévin,Hauts-de-France,France,50.4245,2.7738,50000
Villefranche-sur-Saône,Auvergne-Rhône-Alpes,France,45.9864749,4.726611,50000
Draguignan,Provence-Alpes-Côte d'Azur,France,43.5398458,6.4655798,50000
Saint-Jean-de-Braye,Centre-Val de Loire,France,47.9200018,1.9737186,50000
Garges-lès-Gonesse,Île-de-France,France,48.9703841,2.399024,50000
Beausoleil,Provence-Alpes-Côte d'Azur,France,43.748281,7.4219677,50000
Lagny-sur-Marne,Île-de-France,France,48.8735584,2.7121663,50000
Saint-Just-Saint-Rambert,Auvergne-Rhône-Alpes,France,45.5005319,4.2440138,50000
Cambrai,Hauts-de-France,France,50.1759602,3.2356613,50000
Illzach,Grand Est,France,47.7830669,7.3486211,50000
Provins,Île-de-France,France,48.561258,3.2973927,50000
Évry,Île-de-France,France,48.6311001,2.438,50000
Caluire-et-Cuire,Auvergne-Rhône-Alpes,France,45.7969996,4.8423688,50000
Schiltigheim,Grand Est,France,48.6076873,7.7500608,50000
Vigneux-sur-Seine,Île-de-France,France,48.7034214,2.4302405,50000
Albi,Occitanie,France,43.9277552,2.147899,50000
Grasse,Provence-Alpes-Côte d'Azur,France,43.6589011,6.9239103,50000
Châteauneuf-les-Martigues,Provence-Alpes-Côte d'Azur,France,43.3804293,5.1646417,50000
Vernon,Normandie,France,49.0917814,1.4886571,50000
Le Pont-de-Claix,Auvergne-Rhône-Alpes,France,45.1236837,5.6978136,50000
Ermont,Île-de-France,France,48.9891381,2.2587986,50000
Cachan,Île-de-France,France,48.7945413,2.3340758,50000
La Crau,Provence-Alpes-Côte d'Azur,France,43.1497034,6.0737053,50000
Sucy-en-Brie,Île-de-France,France,48.7711323,2.5221284,50000
Bagnolet,Île-de-France,France,48.8688199,2.4173658,50000
Nemours,Île-de-France,France,48.268026,2.6953079,50000
Vertou,Pays de la Loire,France,47.1684409,-1.4721598,50000
Bezons,Île-de-France,France,48.9250016,2.2105491,50000
Rive-de-Gier,Auvergne-Rhône-Alpes,France,45.5288401,4.6187386,50000
Thonon-les-Bains,Auvergne-Rhône-Alpes,France,46.3731303,6.4779448,50000
Pont-Sainte-Maxence,Hauts-de-France,France,49.3012483,2.6045838,50000
Saint-Martin-Boulogne,Hauts-de-France,France,50.7229048,1.6467738,50000
Tarare,Auvergne-Rhône-Alpes,France,45.8942555,4.4371374,50000
Amboise,Centre-Val de Loire,France,47.4110351,0.983698,50000
Villeneuve-d'Ascq,Hauts-de-France,France,50.6271588,3.1506621,50000
Outreau,Hauts-de-France,France,50.7036916,1.5845684,50000
Rochefort,Nouvelle-Aquitaine,France,45.9442,-0.969019,50000
Bruay-sur-l'Escaut,Hauts-de-France,France,50.3973009,3.542827,50000
Guipavas,Bretagne,France,48.4346366,-4.400979,50000
Fécamp,Normandie,France,49.7577729,0.374891,50000
Carrières-sur-Seine,Île-de-France,France,48.9134112,2.1779083,50000
Saint-Fons,Auvergne-Rhône-Alpes,France,45.7001,4.84935,50000
