name,state,country,latitude,longitude,population
Santa Clara,San Vicente,El Salvador,13.7022985,-88.7279207,50000
San Lorenzo,San Vicente,El Salvador,13.705023,-88.804642,50000
Balisa,,Niger,14.0380746,4.320155,50000
Birni Nwala,,Niger,13.0124614,4.0797933,50000
Guéchémé,,Niger,12.9097782,3.8735496,50000
Lido,,Niger,12.8920051,3.7284427,50000
Chamoco,San Vicente,El Salvador,13.6020808,-88.6322858,50000
Río Frío,San Vicente,El Salvador,13.6027065,-88.6105706,50000
El Quebracho,San Vicente,El Salvador,13.6045001,-88.5798432,50000
San Lorenzo,San Vicente,El Salvador,13.6135929,-88.569801,50000
Mercedes Umaña,Usulután,El Salvador,13.5654551,-88.4958579,50000
La Cruz,Usulután,El Salvador,13.5597814,-88.4903218,50000
Zapotillo,Usulután,El Salvador,13.5261117,-88.4970595,50000
Alegría,Usulután,El Salvador,13.507585,-88.4891631,50000
Berlín,Usulután,El Salvador,13.4972362,-88.530276,50000
Santiago de María,Usulután,El Salvador,13.4818647,-88.4659407,50000
El Triunfo,Usulután,El Salvador,13.5593915,-88.4289477,50000
Nueva Guadalupe,San Miguel,El Salvador,13.5357523,-88.3502839,50000
Chinameca,San Miguel,El Salvador,13.5122442,-88.3479665,50000
Jucuapa,Usulután,El Salvador,13.5147478,-88.3840153,50000
Moncagua,San Miguel,El Salvador,13.5333573,-88.2553122,50000
Тюхтет,,,56.5398365,89.3114878,50000
Berești,,,46.0964805,27.8862307,50000
Uricani,,,45.3301581,23.1168846,50000
Aninoasa,,,45.4081925,23.3181214,50000
Călan,,,45.7340232,22.9906609,50000
Петропавловка,,,50.6108696,105.3194151,50000
Novy Uoyan,,,56.1468279,111.7301031,50000
Manatí,Las Tunas,Cuba,21.3117215,-76.933217,50000
Mila,,Algeria,36.4519958,6.2665802,50000
Ferdjioua,,,36.4073812,5.9419603,50000
Santa Elena,Usulután,El Salvador,13.3816098,-88.4115828,50000
Kollo,,Niger,13.3409351,2.3160113,50000
Baboussay,,Niger,13.3945837,2.6252545,50000
Sedrata,,,36.1353386,7.5327437,50000
Maniwaki,Québec,Canada,46.3808079,-75.9838798,50000
Valka,,,57.7779544,26.0134416,50000
Ouenza,,,35.9445854,8.1369011,50000
Cheria,,,35.2706778,7.7527115,50000
Chechar,,,35.0388856,7.0039067,50000
Collo,,,37.0049181,6.5596727,50000
Kaura-Namoda,Zamfara,Nigeria,12.59417,6.5860486,50000
Dubréka,,,9.7889586,-13.5171218,50000
Buramaya,,,10.0792815,-13.6882502,50000
Unknown,,,10.6526929,-14.4495465,50000
Baro,,,10.5393849,-9.6218691,50000
Bolalo,,,10.7571834,-9.5471964,50000
Unknown,,,10.3910073,-8.9822107,50000
Fryazino,,,55.954618,38.0567691,50000
Bagdarin,,,54.4433784,113.5904728,50000
Barguzin,,,53.6176375,109.6327451,50000
Kurumkan,,,54.3263367,110.3232601,50000
Kitchanga,,,-1.2504197,29.0607175,50000
Sosnovo-Ozerskoye,,,52.5254406,111.5442649,50000
Kizhinga,,,51.8495604,109.9131476,50000
Krasnyy Chikoy,,,50.3651337,108.7612437,50000
Ivolginsk,,,51.7450509,107.2811759,50000
Otopeni,,,44.5509355,26.0735876,50000
Tăuții-Măgherăuș,,,47.6658713,23.4678884,50000
Târgu Lăpuș,,,47.4535458,23.8646852,50000
Sainte-Marie,La Réunion,France,-20.8969654,55.5516281,50000
Kerouane,,,9.1797483,-9.2997873,50000
Tokounou,,,9.6546735,-9.776064,50000
Abalak,Tahoua,Niger,15.4637294,6.2813116,50000
Moussadou,,,8.7694551,-8.607275,50000
Sinko,,,8.8786965,-8.2708187,50000
Booko,,,8.8739475,-7.7903385,50000
Samana,,,9.1141406,-8.5570996,50000
Badogo,Région de Sikasso,Mali,11.0299495,-8.2137933,50000
Niantanina,,,10.9627141,-8.3306947,50000
Mazouna,,,36.1275297,0.8890866,50000
Sidi Ali,,,36.0997945,0.4206226,50000
Bofossou,,,8.6621434,-9.6944702,50000
Balizia,,,8.6202243,-9.5813454,50000
Ашукино,,,56.1626282,37.9438179,50000
Sabadou-Baranama,,,10.1292598,-8.7661295,50000
Tinti-Oulen?,,,10.1358502,-9.041131,50000
Karala,,,9.3833141,-8.376132,50000
Marella,,,10.176103,-11.4158877,50000
Скоропусковский,,,56.3670298,38.1404751,50000
Taseyevo,,,57.2160401,94.8985982,50000
Bonavista,Newfoundland and Labrador,Canada,48.6541763,-53.110338,50000
Plopeni,,,45.0490859,25.9532258,50000
Bjelovar,,,45.8990121,16.8424444,50000
Sougeur,,,35.1854358,1.4914365,50000
Zemmoura,,,35.7205041,0.7594249,50000
Rahouia,,,35.53032,1.0237833,50000
Prajila,,,45.0832492,24.1660357,50000
Băile Olănești,,,45.2050728,24.2419424,50000
Gura Suhașului,,,45.0892402,24.3180202,50000
Băbeni,,,44.9731877,24.2367322,50000
Berbești,,,44.9891923,23.8688357,50000
Jimbaran,Bali,Indonesia,-8.7724902,115.1723944,50000
Artemovsk,,,54.3495643,93.4378121,50000
Kleszczele,,,52.574173,23.3254851,50000
Youb,,,34.921672,-0.208054,50000
Câmpulung Moldovenesc,,,47.5298126,25.5597482,50000
Broșteni,,,47.239192,25.6979188,50000
Ayorou,,Niger,14.7336301,0.9195302,50000
Dolhasca,,,47.4261386,26.6115129,50000
Liteni,,,47.5204905,26.528299,50000
Tibiri,,Niger,13.5901619,7.0572332,50000
Matamèye,,Niger,13.422144,8.4785503,50000
Gouré,,Niger,13.9861948,10.2645927,50000
Boboye,,Niger,13.1411066,2.9968243,50000
Guidan Roumdji,,Niger,13.6641976,6.6986894,50000
Filingué,,Niger,14.3519957,3.324134,50000
Tchirozérine,,Niger,17.2661147,7.832831,50000
Hammam Bouhadjar,,,35.3790296,-0.9711585,50000
El Malah,,,35.3899817,-1.0959775,50000
Madarounfa,,Niger,13.3032401,7.161534,50000
Gazaoua,,Niger,13.5271973,7.9126887,50000
Malbaza'uzine,Tahoua,Niger,13.8893676,5.346736,50000
Keïta,Tahoua,Niger,14.75637,5.775007,50000
Tchin-Tabaradene,Tahoua,Niger,15.8982622,5.8036112,50000
I-n-Gall,,Niger,16.7848196,6.9332226,50000
Bouza,Tahoua,Niger,14.4234886,6.0436562,50000
Loga,,Niger,13.6148866,3.2312445,50000
Garbey Kourou,,Niger,13.7416048,1.6092211,50000
Kobadié,,Niger,13.2175792,1.8625551,50000
Dantiandou,,Niger,13.4115066,2.75718,50000
Barkiawal Béri,,Niger,13.5462669,2.3103373,50000
Nedroma,,,35.0107602,-1.74805,50000
Viñales,Pinar del Río,Cuba,22.6165375,-83.7090218,50000
Kazachinskoye,,,57.6944072,93.28103,50000
Покровское,,,52.6078473,36.8662609,50000
Vöhl,,,51.195031,8.9101328,50000
Teleghma,,,36.1180204,6.3581086,50000
Aïn Kercha,,,35.9233662,6.7022898,50000
Ras El Oued,,,35.949796,5.0359498,50000
Rouached,,,36.4575266,6.0401571,50000
Gouchi,,Niger,13.5100508,9.5529133,50000
Baochi,,Niger,13.4957626,9.6000786,50000
Gazafa,,Niger,13.4829599,9.7325448,50000
Guidiguir,,Niger,13.6706643,9.8323169,50000
Madjia,,Niger,13.880757,9.8584684,50000
Baga,,Niger,13.8538098,9.7373452,50000
Gamdou,,Niger,13.3592964,9.9880802,50000
Nogo,,Niger,13.1521555,9.5737398,50000
Gazabalé,,Niger,13.593658,10.0873299,50000
Kargéri,,Niger,13.448651,10.4223505,50000
Kilakina,,Niger,13.7230608,10.7493732,50000
Adoumchi,,Niger,13.7474846,10.2437703,50000
Boubouté,,Niger,14.129583,9.8195995,50000
Kellé,,Niger,14.281709,10.1120044,50000
Goulouski,,Niger,15.0105978,9.1937984,50000
Marandet,,Niger,16.3693552,7.4327337,50000
Bagaroua,Tahoua,Niger,14.6394279,4.3473461,50000
Koukakamé,Tahoua,Niger,14.7495169,4.3670871,50000
Abala,,Niger,14.9309635,3.4318809,50000
Slatina,,Croatia,45.7028391,17.6999034,50000
Lipno,,,52.8473901,19.1792654,50000
Županja,,,45.0725907,18.6939885,50000
Neheim,,,51.453022,7.9607716,50000
Los Naranjos,Sonsonate,El Salvador,13.875417,-89.6726127,50000
Черлак,,,54.1593451,74.8040799,50000
Noyemberian,,,41.1719963,44.9958893,50000
Vrbovsko,,,45.3754312,15.070225,50000
El Doncello,Caquetá,Colombia,1.6815919,-75.2844565,50000
Solita,Caquetá,Colombia,0.8730487,-75.618459,50000
El Curillo,Caquetá,Colombia,1.0333582,-75.9193814,50000
Puerto Libia,Chocó,Colombia,5.2567086,-76.928469,50000
Noyon,Hauts-de-France,France,49.5814907,2.9985384,50000
Riemst,,,50.8115825,5.5978716,50000
Santo Tomás,,,-14.4500825,-72.0820635,50000
Ol'ga,,,43.7469246,135.2894242,50000
El Estrecho,,,-2.4502824,-72.6684637,50000
Arkhara,,,49.4224283,130.0858308,50000
Managrú,Chocó,Colombia,5.3626743,-76.682024,50000
Mitú,,Colombia,1.2533741,-70.2330113,50000
Pueblo Bello,Cesar,Colombia,10.4119057,-73.5909603,50000
Manaure Balcón del Cesar,Cesar,Colombia,10.3910411,-73.0270699,50000
Guaymango,Ahuachapán,El Salvador,13.7469432,-89.8451785,50000
Metalío,Sonsonate,El Salvador,13.6454599,-89.8808241,50000
Salinitas,Sonsonate,El Salvador,13.5403832,-89.8219747,50000
Vėžaičiai,,,55.7187872,21.4779786,50000
Yéni,,Niger,13.428836,2.9939356,50000
Dusetos,,,55.7486829,25.8455165,50000
Marte,Borno,Nigeria,12.3645131,13.8313624,50000
Damasak,Borno,Nigeria,13.1014054,12.5091558,50000
Burgo,Yobe,Nigeria,12.6737627,12.2981239,50000
Gajiram,Borno,Nigeria,12.4914353,13.2109434,50000
Kukawa,Borno,Nigeria,12.9220688,13.5676826,50000
Rig-Rig,,,14.2644604,14.3539649,50000
Akokan,,Niger,18.7106344,7.3382115,50000
Tassara,Tahoua,Niger,16.8052974,5.6497457,50000
Tillia,Tahoua,Niger,16.1379272,4.7922113,50000
Bani Bangou,,Niger,15.0393517,2.7016374,50000
Dolbèl,,Niger,14.6108643,0.2796217,50000
Kokoro,,Niger,14.2063212,0.9295561,50000
Dargol,,Niger,13.9170514,1.2426611,50000
Sansané Haoussa,,Niger,13.84585,1.6080575,50000
Gothèye,,Niger,13.8582312,1.5666694,50000
Karma,,Niger,13.6717162,1.8121741,50000
Dakingari,Kebbi,Nigeria,11.6447854,4.0621842,50000
Kaingiwa,Kebbi,Nigeria,12.5533464,3.8175265,50000
Koulou,,Niger,12.2204004,3.0654041,50000
Dioundiou,,Niger,12.6193606,3.5443431,50000
Bangario Zou,,Niger,13.3552169,2.9717655,50000
Taroum,,Niger,14.6744184,2.2729498,50000
Zama,,Niger,14.3278854,2.8260611,50000
Matankari,,Niger,13.1249974,8.5910893,50000
Malbaza,Tahoua,Niger,13.9457497,5.5240246,50000
Sid,,,45.1281106,19.2297014,50000
Rabah,Sokoto,Nigeria,13.1234375,5.5074828,50000
Bélbéji,,Niger,14.681135,7.9949241,50000
Mousa,,Niger,14.7032467,6.9918505,50000
Kaita,Katsina,Nigeria,13.0843917,7.7409715,50000
Takiéta,,Niger,13.6820739,8.5296364,50000
Gangara,,Niger,14.6119668,8.5033946,50000
Malawa,,Niger,13.0331748,9.6132426,50000
Wacha,,Niger,13.3652835,9.2957741,50000
Machina,Yobe,Nigeria,13.135971,10.0484441,50000
Boultoum,,Niger,14.5953218,10.2898158,50000
Saint-Nicolas,,,50.6305341,5.539419,50000
Kabélawa,Diffa,Niger,13.9768069,12.9785488,50000
Baléyara,,Niger,13.7841021,2.9515071,50000
Cauto Cristo,Granma,Cuba,20.5574142,-76.4702125,50000
Soli,,Niger,14.7145981,7.5212388,50000
Guisa,Granma,Cuba,20.2549582,-76.5412958,50000
Goubey,,Niger,13.6986179,4.1916806,50000
Koron Gomey,,Niger,13.7202981,4.3818814,50000
Bazaga,Tahoua,Niger,13.796163,5.086723,50000
Ouanzerbé,,Niger,14.7432834,0.3610257,50000
Guidan Ider,Tahoua,Niger,14.0131167,5.3191525,50000
Jayaque,La Libertad,El Salvador,13.6738008,-89.4391295,50000
Bolívar,Santander,Colombia,5.9859898,-73.7715243,50000
Sucre,Santander,Colombia,5.9184009,-73.7914413,50000
Jesús María,Santander,Colombia,5.8765585,-73.7827775,50000
Binchuan,,,25.8295011,100.5761002,50000
Cangyuan,,,23.1506807,99.2489341,50000
Chenggong,,,24.8928522,102.7991091,50000
Chengjiang,,,24.6752233,102.9186296,50000
Dayao,,,25.7247294,101.322128,50000
Eshan,,,24.173562,102.4035138,50000
Eryuan,,,26.1162439,99.9584687,50000
Fengqing,,,24.5972728,99.9085952,50000
Fuyuan,,,25.6741656,104.2535268,50000
Gengma,,,23.5348139,99.4003835,50000
Guangnan,,,24.0526294,105.0581925,50000
Hekou,,,22.5156095,103.956125,50000
Heqing,,,26.5594145,100.1727604,50000
Honghe,,,23.3675069,102.4170702,50000
Huaning,,,24.1930828,102.9226904,50000
Huaping,,,26.6318811,101.2628982,50000
Huize,,,26.4164702,103.2907533,50000
Jianchuan,,,26.532497,99.9044322,50000
Jiangcheng,,,22.5868926,101.8615883,50000
Jiangchuan,,,24.2960762,102.748255,50000
Jinping,,,22.7864319,103.228166,50000
Jinning,,,24.6727159,102.5974141,50000
Jingdong,,,24.4496589,100.8304549,50000
Lancang,,,22.559132,99.9276495,50000
Lijiang,,,26.8703207,100.2343189,50000
Lianghe,,,24.8084051,98.2947634,50000
Longling,,,24.5954803,98.6915587,50000
Longchuan,,,24.1917018,97.7930402,50000
Ludian,,,27.190472,103.5447137,50000
Lufeng,,,25.1456389,102.0701558,50000
Luquan,,,25.5531912,102.4677639,50000
Luliang,,,25.03122,103.657686,50000
Lu:chun,,,22.9966832,102.3965326,50000
Luoping,,,24.8860931,104.3040274,50000
Malong,,,25.4324233,103.578288,50000
Menglian,,,22.3314757,99.5873004,50000
Mojiang,,,23.4276537,101.682329,50000
Nanhua,,,25.1960327,101.2767738,50000
Nanjian,,,25.0471291,100.5209713,50000
Ninglang,,,27.2819067,100.8474839,50000
Pingbian,,,22.988062,103.685534,50000
Ning'er,,,23.06626,101.0469302,50000
Qiaojia,,,26.9174015,102.927024,50000
Jinping,,,24.0454743,104.1947757,50000
Shizong,,,24.8323301,103.9920495,50000
Shilin,,,24.7580554,103.2708834,50000
Shiping,,,23.7156803,102.4887942,50000
Shuangjiang,,,23.4821461,99.8239081,50000
Shuifu,,,28.6324274,104.4018132,50000
Tonghai,,,24.1150217,102.7597735,50000
Weishan,,,25.23304,100.31165,50000
Weixi,,,27.1845103,99.2852926,50000
Wuding,,,25.5326566,102.4032053,50000
Xisa,,,23.4367768,104.6701268,50000
Ximeng,,,22.6467985,99.593406,50000
Xiangyun,,,25.4795849,100.5545989,50000
Xinping,,,24.0694221,101.9890734,50000
Xundian,,,25.5601328,103.2563302,50000
Yanjin,,,28.0770718,104.2456134,50000
Yanshan,,,23.6085145,104.3372937,50000
Yangbi,,,25.6713905,99.9558664,50000
Yaoan,,,25.5082847,101.2365245,50000
Yiliang,,,24.9192428,103.1501132,50000
Yiliang,,,27.6258823,104.0448566,50000
Yimen,,,24.6718794,102.1620827,50000
Yingjiang,,,24.7084387,97.9317215,50000
Yongping,,,25.4636128,99.5208782,50000
Caiyuanxi,,,26.0595009,101.6683172,50000
Yongsheng,,,26.6893405,100.7487156,50000
Yuanjiang,,,23.6004079,101.9986151,50000
Yuanmou,,,25.7069702,101.8684101,50000
Yunlong,,,25.8864586,99.3690416,50000
Zhanyi,,,25.6056433,103.8215885,50000
Zhenkang,,,23.767592,98.8300737,50000
Wufeng,,,27.4427601,104.8720917,50000
Zhenyuan,,,24.0073101,101.1103703,50000
Menghai,,,21.9631863,100.4463455,50000
Mengla,,,21.4819823,101.56249,50000
Songming,,,25.3434016,103.0380221,50000
Luxi,,,24.5338029,103.7585461,50000
Guáimaro,Camagüey,Cuba,21.0517931,-77.3495224,50000
Cascorro,Camagüey,Cuba,21.1952567,-77.4521733,50000
Jobabo,Las Tunas,Cuba,20.9078596,-77.283266,50000
Majibacoa,Las Tunas,Cuba,20.9204027,-76.872116,50000
Nenjiang,,,49.1734835,125.231228,50000
Niquero,Granma,Cuba,20.0461557,-77.5813301,50000
Жанакорган,,,43.9098351,67.2494569,50000
Sira,Karnataka,India,13.7409671,76.8998669,50000
Aguada,Santander,Colombia,6.162366,-73.5215686,50000
El Guacamayo,Santander,Colombia,6.2452658,-73.4975606,50000
Yaviza,,,8.1578773,-77.6930197,50000
La Trinidad,San Miguel,El Salvador,13.5423892,-88.1206242,50000
El Rosario,Morazán,El Salvador,13.5821888,-88.0775802,50000
El Divisadero,Morazán,El Salvador,13.6012911,-88.0518751,50000
San Pedro,Morazán,El Salvador,13.6014996,-88.0911427,50000
Jocoro,Morazán,El Salvador,13.6119273,-88.0263405,50000
Las Marías,La Unión,El Salvador,13.6128032,-87.9570322,50000
Albornoz,La Unión,El Salvador,13.6089659,-87.9293089,50000
Goudoumaria,Diffa,Niger,13.5586565,11.74333,50000
Grivegnée,,,50.619284,5.6047384,50000
Londerzeel,,,51.0021194,4.3028049,50000
Angleur,,,50.6128164,5.5954054,50000
Ras Jebel,,,37.2144672,10.1246134,50000
Casilda,Sancti Spíritus,Cuba,21.7605935,-79.9897633,50000
Dukan,,,35.9293975,44.9582016,50000
Koysinjak,,,36.084523,44.6276847,50000
Souris,Prince Edward Island,Canada,46.3565288,-62.2504284,50000
Stratford,Prince Edward Island,Canada,46.2171095,-63.0892525,50000
Moanda,,,-5.8764146,12.347248,50000
Delicias de Concepción,Morazán,El Salvador,13.7895431,-88.1395385,50000
Cacaopera,Morazán,El Salvador,13.7719006,-88.0760407,50000
Osicala,Morazán,El Salvador,13.8057148,-88.1534912,50000
San Antonio,San Miguel,El Salvador,13.3912404,-88.0306498,50000
Playas Negras,La Unión,El Salvador,13.1624338,-87.9659335,50000
El Tamarindo,La Unión,El Salvador,13.1836612,-87.9172674,50000
Conchagua,La Unión,El Salvador,13.3063089,-87.8624216,50000
El Carmen,La Unión,El Salvador,13.3552011,-87.9979039,50000
Bad Wörishofen,,,48.005847,10.5922376,50000
Palas de Rei,,,42.8739125,-7.8697964,50000
Veliki Trnovac,,,42.4766957,21.7404722,50000
Dimitrovgrad,,,43.0144725,22.7757102,50000
Kukës,,,42.0771938,20.4178184,50000
Черноисточинск,,,57.7363874,59.8780892,50000
Morlanwelz,,,50.4509843,4.2523562,50000
Anderlues,,,50.4079969,4.2696102,50000
Petty Harbour-Maddox Cove,Newfoundland and Labrador,Canada,47.4651907,-52.7096079,50000
Witless Bay,Newfoundland and Labrador,Canada,47.2737437,-52.8332719,50000
Cape Broyle,Newfoundland and Labrador,Canada,47.0985784,-52.9382943,50000
Ferryland,Newfoundland and Labrador,Canada,47.0241239,-52.8864783,50000
Fermeuse,Newfoundland and Labrador,Canada,46.9722855,-52.9586949,50000
Trepassey,Newfoundland and Labrador,Canada,46.7359197,-53.3639287,50000
Olocuilta,La Paz,El Salvador,13.5661623,-89.1158795,50000
Puntas de Valdez,San José,Uruguay,-34.5851955,-56.7003391,50000
Rafael Perazza,San José,Uruguay,-34.5238374,-56.7969845,50000
Ilok,,,45.223887,19.3809563,50000
Tisul',,,55.763851,88.3130216,50000
Busua,Western Region,Ghana,4.8066036,-1.9388997,50000
Yilan,,,46.3195272,129.5543058,50000
Māra’a,Polynésie Française,France,-17.7385223,-149.5758588,50000
Mataiea,Polynésie Française,France,-17.7729603,-149.4115617,50000
Aguada de Pasajeros,Cienfuegos,Cuba,22.3842859,-80.8486144,50000
Atuona,Polynésie Française,France,-9.8037729,-139.0423258,50000
Motopu,Polynésie Française,France,-9.9063513,-139.0679333,50000
Hapatoni,Polynésie Française,France,-9.9706525,-139.123288,50000
Taiohae,Polynésie Française,France,-8.9091181,-140.1026186,50000
Qiabuqia Zhen,,,36.2792353,100.6197956,50000
Curtis,,,43.1272044,-8.1431838,50000
Liedekerke,,,50.870985,4.0822367,50000
St. Shott's,Newfoundland and Labrador,Canada,46.6311094,-53.5867366,50000
Baley,,,51.5821831,116.6414079,50000
Krasnokamensk,,,50.0969935,118.0413407,50000
Vergnaja Sinjatsicha,,,57.984413,61.6752444,50000
Agula,,,13.695106,39.5856443,50000
Wukro,,,13.7868537,39.6029685,50000
Rutog,,,33.3830942,79.7292523,50000
Salaberry-de-Valleyfield,Québec,Canada,45.2573961,-74.1247353,50000
Заокский,,,54.7331749,37.3985536,50000
Ecilda Paullier,San José,Uruguay,-34.3606955,-57.0501049,50000
Rodríguez,San José,Uruguay,-34.3806737,-56.539069,50000
Seda,,,57.6504192,25.750953,50000
25 de Agosto,Florida,Uruguay,-34.4123302,-56.4001637,50000
Astrakhanka,,,51.5292999,69.8009399,50000
Cobourg,Ontario,Canada,43.9638623,-78.1689389,50000
Aiseau-Presles,,,50.4090237,4.5853209,50000
Alga,,,49.8992536,57.3262578,50000
Chingirlau,,,51.1005066,54.085167,50000
Jalapa,Jalapa,Guatemala,14.633889,-89.981111,50000
Concepción Tutuapa,San Marcos,Guatemala,15.283333,-91.783333,50000
El Quetzal,San Marcos,Guatemala,14.767,-91.817,50000
Contamicillo,San Marcos,Guatemala,15.083,-91.717,50000
El Tumbador,San Marcos,Guatemala,14.8638733,-91.9330076,50000
Catarina,San Marcos,Guatemala,14.85,-92.083,50000
Esquipulas Palo Gordo,,,14.933333,-91.816667,50000
Ixchiguan,Quiché,Guatemala,15.2,-91.883333,50000
Tamahú,Alta Verapaz,Guatemala,15.3075578,-90.2348786,50000
Raxhujá,Alta Verapaz,Guatemala,15.8512885,-89.8751125,50000
Santa María Cahabón,Alta Verapaz,Guatemala,15.605556,-89.8125,50000
San Juan Chamelco,Alta Verapaz,Guatemala,15.433333,-90.333333,50000
Santa Catalina la Tinta,Alta Verapaz,Guatemala,15.3109727,-89.8846679,50000
Tucurú,Alta Verapaz,Guatemala,15.2933596,-90.1191251,50000
Senahú,Alta Verapaz,Guatemala,15.4163889,-89.8202779,50000
Chahal,Alta Verapaz,Guatemala,15.75,-89.566667,50000
San Pedro Charchá,Alta Verapaz,Guatemala,15.483333,-90.266667,50000
Panzós,Alta Verapaz,Guatemala,15.3984293,-89.6416841,50000
La Reforma,,,14.8,-91.817,50000
Nuevo Progreso,,,14.8,-91.917,50000
Malacatán,San Marcos,Guatemala,14.9,-92.05,50000
Pajapita,San Marcos,Guatemala,14.717,-92.033,50000
Ocós,San Marcos,Guatemala,14.571,-92.183,50000
San Cristóbal Cucho,San Marcos,Guatemala,14.902842,-91.7839299,50000
San José Ojetenam,San Marcos,Guatemala,15.217,-91.967,50000
Río Blanco,San Marcos,Guatemala,15.033,-91.683,50000
San Antonio Sacatepéquez,San Marcos,Guatemala,14.957,-91.733,50000
San Miguel Ixtahuacán,San Marcos,Guatemala,15.25,-91.75,50000
San Pablo,San Marcos,Guatemala,14.993,-92.0,50000
San Sibinal,San Marcos,Guatemala,15.133,-92.05,50000
Sipacapa,,,15.2,-91.667,50000
San Rafael Pie de La Cuesta,San Marcos,Guatemala,14.933,-91.917,50000
Tacaná,San Marcos,Guatemala,15.233,-92.083,50000
Fraijanes,Departamento de Guatemala,Guatemala,14.466667,-90.433333,50000
Chuarrancho,,,14.816667,-90.516667,50000
Chinaultla,Departamento de Guatemala,Guatemala,14.7,-90.5,50000
San Juan Sacatepéquez,Departamento de Guatemala,Guatemala,14.716667,-90.65,50000
San José del Golfo,Departamento de Guatemala,Guatemala,14.76,-90.38,50000
San Miguel Petapa,,,14.5,-90.55,50000
San Raymundo,Departamento de Guatemala,Guatemala,14.7647222,-90.5955556,50000
Villa Canales,Departamento de Guatemala,Guatemala,14.483333,-90.533333,50000
Santa Catarina Pinula,Departamento de Guatemala,Guatemala,14.5696679,-90.497174,50000
Dingwall,Alba / Scotland,United Kingdom,57.5957787,-4.4309778,50000
Dunville,Newfoundland and Labrador,Canada,47.2697357,-53.8781663,50000
Túxpam de Rodríguez Cano,,,20.958889,-97.403056,50000
San Andrés Tuxtla,,,18.4493953,-95.212251,50000
Martínez de la Torre,,,20.0658151,-97.0570158,50000
Papantla de Olarte,,,20.4466691,-97.3231231,50000
Acayucan,,,17.948333,-94.913333,50000
Coatepec,,,19.456944,-96.958056,50000
Las Choapas,,,17.91,-94.092778,50000
Río Blanco,,,18.834444,-97.151667,50000
Agua Dulce,,,18.136944,-94.147222,50000
Perote,,,19.56,-97.242778,50000
Ciudad Mendoza,,,18.803333,-97.180833,50000
Tlapacoyan,,,19.961944,-97.211389,50000
Huatusco de Chicuellar,,,19.1501781,-96.960455,50000
Coatzintla,,,20.481389,-97.46,50000
Cosamaloapan,,,18.365,-95.795278,50000
Nanchital de Lázaro Cárdenas del Río,,,18.071111,-94.408611,50000
Catemaco,,,18.4213938,-95.1117783,50000
Misantla,,,19.927222,-96.854167,50000
Ixtaczoquitlán,,,18.850278,-97.063333,50000
Álamo,,,20.916667,-97.675,50000
Isla,,,18.0275,-95.528333,50000
Cosoleacaque,,,17.995278,-94.636944,50000
Alvarado,,,18.770278,-95.760556,50000
Nogales,,,18.821944,-97.162778,50000
Cerro Azul,,,21.190278,-97.738889,50000
Fortín de las Flores,,,18.896944,-96.997778,50000
Altotonga,,,19.763056,-97.243889,50000
Banderilla,,,19.590278,-96.946111,50000
José Cardel,,,19.369444,-96.376389,50000
Naranjos,,,21.349722,-97.686667,50000
Lerdo de Tejada,,,18.628056,-95.520278,50000
Xico,,,19.421389,-97.008333,50000
Valente Díaz,,,19.155278,-96.216667,50000
Carlos A. Carrillo,,,18.373889,-95.744722,50000
Santiago Tuxtla,,,18.461667,-95.299444,50000
Benito Juárez,,,22.199444,-97.841111,50000
Independencia,,,20.057778,-97.052778,50000
Tres Valles,,,18.240556,-96.135,50000
Palmira,,,18.884167,-97.107778,50000
Alto Lucero,,,20.950833,-97.443333,50000
Coscomatepec de Bravo,,,19.071667,-97.046111,50000
Anáhuac,,,22.206944,-97.858056,50000
Juan Rodríguez Clara,,,17.991944,-95.403333,50000
Las Amapolas,,,19.153333,-96.1975,50000
General Miguel Alemán (Potrero Nuevo),,,18.890556,-96.8,50000
Gutiérrez Zamora,,,20.449167,-97.083889,50000
Paso del Macho,,,18.9709508,-96.7267574,50000
Sayula de Alemán,,,17.881109,-94.9616505,50000
Oteapan,,,18.006389,-94.663889,50000
Tihuatlán,,,20.715,-97.535,50000
Filomeno Mata,,,20.198056,-97.702222,50000
Cuitláhuac,,,18.814226,-96.7223775,50000
Ángel R. Cabada,,,18.594444,-95.445833,50000
Soledad de Doblado,,,19.045278,-96.416111,50000
Boca del Río,,,19.101162,-96.1059666,50000
Jalacingo,,,19.806111,-97.307778,50000
Oluta,,,17.927778,-94.896944,50000
Plan de Ayala,,,20.547222,-97.472778,50000
Maltrata,,,18.811389,-97.277222,50000
El Tejar,,,19.073333,-96.161389,50000
Ganyushkino,,,46.6054015,49.2699537,50000
Akkystau,,,47.2243136,51.0094583,50000
Agiasos,,,39.0831769,26.3721482,50000
Plomari,,,38.9756464,26.3688078,50000
Krzywiń,,,51.962928,16.819295,50000
Highbridge,England,United Kingdom,51.2200079,-2.9764141,50000
Galt,Ontario,Canada,43.3614741,-80.3116778,50000
Valle de Angeles,Francisco Morazán,Honduras,14.157966,-87.0426787,50000
Kavalerovo,,,44.2673637,135.0554977,50000
Dalnegorsk,,,44.559457,135.5759241,50000
Meeuwen-Gruitrode,,,51.0933149,5.5540751,50000
Vepriai,,,55.1507199,24.5731784,50000
Zhanakala,,,48.9346862,49.6070381,50000
Laižuva,,,56.3819547,22.55959,50000
Taskala,,,51.10686,50.2910895,50000
Fedorovka,,,51.2244105,51.9656519,50000
